taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Afroedura_loveridgei;Gekkonidae;;Afroedura;;loveridgei;BROADLEY, 1963;;;
Afroedura_major;Gekkonidae;;Afroedura;;major;ONDERSTALL, 1984;;;
Afroedura_maripi;Gekkonidae;;Afroedura;;maripi;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_marleyi;Gekkonidae;;Afroedura;;marleyi;(FITZSIMONS, 1930);;;
Afroedura_multiporis;Gekkonidae;;Afroedura;;multiporis;(HEWITT, 1925);;;
Afroedura_namaquensis;Gekkonidae;;Afroedura;;namaquensis;(FITZSIMONS, 1938);;;
Afroedura_nivaria;Gekkonidae;;Afroedura;;nivaria;(BOULENGER, 1894);;;
Afroedura_pienaari;Gekkonidae;;Afroedura;;pienaari;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_pondolia;Gekkonidae;;Afroedura;;pondolia;(HEWITT, 1925);;;
Afroedura_pongola;Gekkonidae;;Afroedura;;pongola;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_rondavelica;Gekkonidae;;Afroedura;;rondavelica;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_rupestris;Gekkonidae;;Afroedura;;rupestris;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_tembulica;Gekkonidae;;Afroedura;;tembulica;(HEWITT, 1926);;;
Afroedura_tirasensis;Gekkonidae;;Afroedura;;tirasensis;HAACKE, 1965;;;
Afroedura_transvaalica;Gekkonidae;;Afroedura;;transvaalica;(HEWITT, 1925);;;
Afroedura_waterbergensis;Gekkonidae;;Afroedura;;waterbergensis;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afrogecko_ansorgii;Gekkonidae;;Afrogecko;;ansorgii;(BOULENGER, 1907);;;
Afrogecko_porphyreus;Gekkonidae;;Afrogecko;;porphyreus;(DAUDIN, 1802);;;
Afronatrix_anoscopus;Colubridae;Natricinae;Afronatrix;;anoscopus;(COPE, 1861);;;
Afrotyphlops_angolensis;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;angolensis;(BOCAGE, 1866);;;
Afrotyphlops_anomalus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;anomalus;(BOCAGE, 1873);;;
Afrotyphlops_bibronii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;bibronii;(SMITH, 1846);;;
Afrotyphlops_blanfordii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;blanfordii;(BOULENGER, 1889);;;
Afrotyphlops_brevis;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;brevis;(SCORTECCI, 1929);;;
Afrotyphlops_calabresii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;calabresii;(GANS & LAURENT, 1965);;;
Afrotyphlops_congestus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;congestus;(DUMÉRIL & BIBRON, 1844);;;
Afrotyphlops_cuneirostris;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;cuneirostris;(PETERS, 1879);;;
Afrotyphlops_elegans;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;elegans;(PETERS, 1868);;;
Afrotyphlops_fornasinii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;fornasinii;(BIANCONI, 1849);;;
Afrotyphlops_gierrai;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;gierrai;(MOCQUARD, 1897);;;
Afrotyphlops_kaimosae;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;kaimosae;(LOVERIDGE, 1935);;;
Afrotyphlops_liberiensis;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;liberiensis;(HALLOWELL, 1848);;;
Afrotyphlops_lineolatus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;lineolatus;(JAN, 1864);;;
Afrotyphlops_mucruso;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;mucruso;(PETERS, 1854);;;
Afrotyphlops_nanus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;nanus;BROADLEY & WALLACH, 2009;;;
Afrotyphlops_nigrocandidus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;nigrocandidus;(BROADLEY & WALLACH, 2000);;;
Afrotyphlops_obtusus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;obtusus;(PETERS, 1865);;;
Afrotyphlops_platyrhynchus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;platyrhynchus;(STERNFELD, 1910);;;
Afrotyphlops_punctatus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;punctatus;(LEACH, 1819);;;
Afrotyphlops_rondoensis;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;rondoensis;(LOVERIDGE, 1942);;;
Afrotyphlops_schlegelii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schlegelii;(BIANCONI, 1849);;;
Afrotyphlops_schlegelii_petersii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schlegelii;(BIANCONI, 1849);subsp.;petersii;(BOCAGE, 1873)
Afrotyphlops_schlegelii_schlegelii;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schlegelii;(BIANCONI, 1849);subsp.;schlegelii;(BIANCONI, 1849)
Afrotyphlops_schmidti;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schmidti;(LAURENT, 1956);;;
Afrotyphlops_schmidti_laurenti;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schmidti;(LAURENT, 1956);subsp.;laurenti;(LAURENT, 1968)
Afrotyphlops_schmidti_schmidti;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;schmidti;(LAURENT, 1956);subsp.;schmidti;(LAURENT, 1956)
Afrotyphlops_steinhausi;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;steinhausi;(WERNER, 1909);;;
Afrotyphlops_tanganicanus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;tanganicanus;(LAURENT, 1964);;;
Afrotyphlops_usambaricus;Typhlopidae;Afrotyphlopinae;Afrotyphlops;;usambaricus;(LAURENT, 1964);;;
Agama_aculeata;Agamidae;Agaminae;Agama;;aculeata;MERREM, 1820;;;
Agama_aculeata_aculeata;Agamidae;Agaminae;Agama;;aculeata;MERREM, 1820;subsp.;aculeata;MERREM, 1820
Agama_aculeata_distanti;Agamidae;Agaminae;Agama;;aculeata;MERREM, 1820;subsp.;distanti;(BOULENGER, 1902)
Agama_africana;Agamidae;Agaminae;Agama;;africana;(HALLOWELL, 1844);;;
Agama_agama;Agamidae;Agaminae;Agama;;agama;(LINNAEUS, 1758);;;
Agama_anchietae;Agamidae;Agaminae;Agama;;anchietae;BOCAGE, 1896;;;
Agama_armata;Agamidae;Agaminae;Agama;;armata;PETERS, 1855;;;
Agama_atra;Agamidae;Agaminae;Agama;;atra;DAUDIN, 1802;;;
Agama_bocourti;Agamidae;Agaminae;Agama;;bocourti;ROCHEBRUNE, 1884;;;
Agama_boensis;Agamidae;Agaminae;Agama;;boensis;MONARD, 1940;;;
Agama_bottegi;Agamidae;Agaminae;Agama;;bottegi;BOULENGER, 1897;;;
Agama_boueti;Agamidae;Agaminae;Agama;;boueti;CHABANAUD, 1917;;;
Agama_boulengeri;Agamidae;Agaminae;Agama;;boulengeri;LATASTE, 1886;;;
Agama_caudospinosa;Agamidae;Agaminae;Agama;;caudospinosa;MEEK, 1910;;;
Agama_caudospinosa_caudospinosa;Agamidae;Agaminae;Agama;;caudospinosa;MEEK, 1910;subsp.;caudospinosa;MEEK, 1910
Agama_caudospinosa_spawlsi;Agamidae;Agaminae;Agama;;caudospinosa;MEEK, 1910;subsp.;spawlsi;WAGNER, 2010
Agama_cristata;Agamidae;Agaminae;Agama;;cristata;MOCQUARD, 1905;;;
Agama_doriae;Agamidae;Agaminae;Agama;;doriae;BOULENGER, 1885;;;
Agama_doriae_benueensis;Agamidae;Agaminae;Agama;;doriae;BOULENGER, 1885;subsp.;benueensis;(MONARD, 1951)
Agama_doriae_doriae;Agamidae;Agaminae;Agama;;doriae;BOULENGER, 1885;subsp.;doriae;BOULENGER, 1885
Agama_etoshae;Agamidae;Agaminae;Agama;;etoshae;MCLACHLAN, 1981;;;
Agama_finchi;Agamidae;Agaminae;Agama;;finchi;BÖHME, WAGNER, MALONZA, LÖTTERS & KÖHLER, 2005;;;
Agama_finchi_finchi;Agamidae;Agaminae;Agama;;finchi;BÖHME, WAGNER, MALONZA, LÖTTERS & KÖHLER, 2005;subsp.;finchi;BÖHME et al., 2005
Agama_finchi_leucerythrolaema;Agamidae;Agaminae;Agama;;finchi;BÖHME, WAGNER, MALONZA, LÖTTERS & KÖHLER, 2005;subsp.;leucerythrolaema;WAGNER et al., 2011
Agama_gracilimembris;Agamidae;Agaminae;Agama;;gracilimembris;CHABANAUD, 1918;;;
Agama_hartmanni;Agamidae;Agaminae;Agama;;hartmanni;PETERS, 1869;;;
Agama_hispida;Agamidae;Agaminae;Agama;;hispida;(KAUP, 1827);;;
Agama_hispida_hispida;Agamidae;Agaminae;Agama;;hispida;(KAUP, 1827);subsp.;hispida;(KAUP, 1827)
Agama_hispida_makarikarika;Agamidae;Agaminae;Agama;;hispida;(KAUP, 1827);subsp.;makarikarika;FITZSIMONS, 1932
Agama_hulbertorum;Agamidae;Agaminae;Agama;;hulbertorum;WAGNER, 2014;;;
Agama_impalearis;Agamidae;Agaminae;Agama;;impalearis;BOETTGER, 1874;;;
Agama_insularis;Agamidae;Agaminae;Agama;;insularis;CHABANAUD, 1918;;;
Agama_kaimosae;Agamidae;Agaminae;Agama;;kaimosae;LOVERIDGE, 1935;;;
Agama_kirkii;Agamidae;Agaminae;Agama;;kirkii;BOULENGER, 1885;;;
Agama_kirkii_fitzsimonsi;Agamidae;Agaminae;Agama;;kirkii;BOULENGER, 1885;subsp.;fitzsimonsi;LOVERIDGE, 1950
Agama_kirkii_kirkii;Agamidae;Agaminae;Agama;;kirkii;BOULENGER, 1885;subsp.;kirkii;BOULENGER, 1885
Agama_knobeli;Agamidae;Agaminae;Agama;;knobeli;BOULENGER & POWER, 1921;;;
Agama_lanzai;Agamidae;Agaminae;Agama;;lanzai;WAGNER, LEACHÉ, MAZUCH & BÖHME, 2013;;;
Agama_lebretoni;Agamidae;Agaminae;Agama;;lebretoni;WAGNER, BAREJ & SCHMITZ, 2009;;;
Agama_lionotus;Agamidae;Agaminae;Agama;;lionotus;BOULENGER, 1896;;;
Agama_lionotus_dodomae;Agamidae;Agaminae;Agama;;lionotus;BOULENGER, 1896;subsp.;dodomae;LOVERIDGE, 1923
Agama_lionotus_elgonis;Agamidae;Agaminae;Agama;;lionotus;BOULENGER, 1896;subsp.;elgonis;LÖNNBERG, 1922
Agama_lionotus_lionotus;Agamidae;Agaminae;Agama;;lionotus;BOULENGER, 1896;subsp.;lionotus;BOULENGER, 1896
Agama_lionotus_ufipae;Agamidae;Agaminae;Agama;;lionotus;BOULENGER, 1896;subsp.;ufipae;LOVERIDGE, 1932
Agama_lucyae;Agamidae;Agaminae;Agama;;lucyae;WAGNER & BAUER, 2011;;;
Agama_montana;Agamidae;Agaminae;Agama;;montana;BARBOUR & LOVERIDGE, 1928;;;
Agama_mossambica;Agamidae;Agaminae;Agama;;mossambica;PETERS, 1854;;;
Agama_mucosoensis;Agamidae;Agaminae;Agama;;mucosoensis;HELLMICH, 1957;;;
Agama_mwanzae;Agamidae;Agaminae;Agama;;mwanzae;LOVERIDGE, 1923;;;
Agama_parafricana;Agamidae;Agaminae;Agama;;parafricana;TRAPE, MEDIANNIKOV & TRAPE, 2012;;;
Agama_paragama;Agamidae;Agaminae;Agama;;paragama;GRANDISON, 1968;;;
Agama_persimilis;Agamidae;Agaminae;Agama;;persimilis;PARKER, 1942;;;
Agama_picticauda;Agamidae;Agaminae;Agama;;picticauda;(PETERS, 1877);;;
Agama_planiceps;Agamidae;Agaminae;Agama;;planiceps;PETERS, 1862;;;
Agama_robecchii;Agamidae;Agaminae;Agama;;robecchii;BOULENGER, 1891;;;
Agama_rueppelli;Agamidae;Agaminae;Agama;;rueppelli;VAILLANT, 1882;;;
Agama_rueppelli_occidentalis;Agamidae;Agaminae;Agama;;rueppelli;VAILLANT, 1882;subsp.;occidentalis;PARKER, 1932
Agama_rueppelli_rueppelli;Agamidae;Agaminae;Agama;;rueppelli;VAILLANT, 1882;subsp.;rueppelli;VAILLANT in REVOIL, 1882
Agama_rueppelli_septentrionalis;Agamidae;Agaminae;Agama;;rueppelli;VAILLANT, 1882;subsp.;septentrionalis;PARKER, 1932
Agama_sankaranica;Agamidae;Agaminae;Agama;;sankaranica;CHABANAUD, 1918;;;
Agama_somalica;Agamidae;Agaminae;Agama;;somalica;WAGNER, LEACHÉ, MAZUCH & BÖHME, 2013;;;
Agama_spinosa;Agamidae;Agaminae;Agama;;spinosa;GRAY, 1831;;;
Agama_sylvana;Agamidae;Agaminae;Agama;;sylvana;MACDONALD, 1981;;;
Agama_tassiliensis;Agamidae;Agaminae;Agama;;tassiliensis;GENIEZ, PADIAL & CROCHET, 2011;;;
Agama_turuensis;Agamidae;Agaminae;Agama;;turuensis;LOVERIDGE, 1932;;;
Agama_weidholzi;Agamidae;Agaminae;Agama;;weidholzi;WETTSTEIN, 1932;;;
Agamodon_anguliceps;Trogonophidae;;Agamodon;;anguliceps;PETERS, 1882;;;
Agamodon_anguliceps_anguliceps;Trogonophidae;;Agamodon;;anguliceps;PETERS, 1882;subsp.;anguliceps;PETERS, 1882
Agamodon_anguliceps_immaculatus;Trogonophidae;;Agamodon;;anguliceps;PETERS, 1882;subsp.;immaculatus;CALABRESI, 1927
Agamodon_arabicus;Trogonophidae;;Agamodon;;arabicus;ANDERSON, 1901;;;
Agamodon_compressus;Trogonophidae;;Agamodon;;compressus;MOCQUARD, 1888;;;
Agamura_kermanensis;Gekkonidae;;Agamura;;kermanensis;HOSSEINIAN-YOUSEFKHANI, ALIABADIAN, RASTEGAR-POUYANI, DARVISH, SHAFIEI & SEHHATISABET, 2018;;;
Agamura_persica;Gekkonidae;;Agamura;;persica;(DUMÉRIL, 1856);;;
Agkistrodon_bilineatus;Viperidae;Crotalinae;Agkistrodon;;bilineatus;GÜNTHER, 1863;;;
Agkistrodon_conanti;Viperidae;Crotalinae;Agkistrodon;;conanti;(GLOYD, 1969);;;
Agkistrodon_contortrix;Viperidae;Crotalinae;Agkistrodon;;contortrix;(LINNAEUS, 1766);;;
Agkistrodon_howardgloydi;Viperidae;Crotalinae;Agkistrodon;;howardgloydi;CONANT, 1984;;;
Agkistrodon_laticinctus;Viperidae;Crotalinae;Agkistrodon;;laticinctus;(GLOYD & CONANT, 1934);;;
Agkistrodon_piscivorus;Viperidae;Crotalinae;Agkistrodon;;piscivorus;(LACÉPÈDE, 1789);;;
Agkistrodon_russeolus;Viperidae;Crotalinae;Agkistrodon;;russeolus;GLOYD, 1972;;;
Agkistrodon_taylori;Viperidae;Crotalinae;Agkistrodon;;taylori;BURGER & ROBERTSON, 1951;;;
Ahaetulla_anomala;Colubridae;Ahaetuliinae;Ahaetulla;;anomala;ANNANDALE, 1906;;;
Ahaetulla_dispar;Colubridae;Ahaetuliinae;Ahaetulla;;dispar;(GÜNTHER, 1864);;;
Ahaetulla_fasciolata;Colubridae;Ahaetuliinae;Ahaetulla;;fasciolata;(FISCHER, 1885);;;
Ahaetulla_fronticincta;Colubridae;Ahaetuliinae;Ahaetulla;;fronticincta;(GÜNTHER, 1858);;;
Ahaetulla_mycterizans;Colubridae;Ahaetuliinae;Ahaetulla;;mycterizans;(LINNAEUS, 1758);;;
Ahaetulla_nasuta;Colubridae;Ahaetuliinae;Ahaetulla;;nasuta;LACÉPÈDE, 1789;;;
Ahaetulla_perroteti;Colubridae;Ahaetuliinae;Ahaetulla;;perroteti;(DUMÉRIL, BIBRON  & DUMÉRIL, 1854);;;
Ahaetulla_prasina;Colubridae;Ahaetuliinae;Ahaetulla;;prasina;(BOIE, 1827);;;
Ahaetulla_prasina_medioxima;Colubridae;Ahaetuliinae;Ahaetulla;;prasina;(BOIE, 1827);subsp.;medioxima;LAZELL, 2002
Ahaetulla_prasina_prasina;Colubridae;Ahaetuliinae;Ahaetulla;;prasina;(BOIE, 1827);subsp.;prasina;(BOIE, 1827)
Ahaetulla_prasina_preocularis;Colubridae;Ahaetuliinae;Ahaetulla;;prasina;(BOIE, 1827);subsp.;preocularis;(TAYLOR, 1922)
Ahaetulla_prasina_suluensis;Colubridae;Ahaetuliinae;Ahaetulla;;prasina;(BOIE, 1827);subsp.;suluensis;GAULKE, 1994
Ahaetulla_pulverulenta;Colubridae;Ahaetuliinae;Ahaetulla;;pulverulenta;(DUMÉRIL, BIBRON  & DUMÉRIL, 1854);;;
Ailuronyx_seychellensis;Gekkonidae;;Ailuronyx;;seychellensis;(DUMÉRIL & BIBRON, 1836);;;
Ailuronyx_tachyscopaeus;Gekkonidae;;Ailuronyx;;tachyscopaeus;GERLACH & CANNING, 1996;;;
Ailuronyx_trachygaster;Gekkonidae;;Ailuronyx;;trachygaster;(DUMÉRIL, 1851);;;
Aipysurus_apraefrontalis;Elapidae;Hydrophiinae;Aipysurus;;apraefrontalis;SMITH, 1926;;;
Aipysurus_duboisii;Elapidae;Hydrophiinae;Aipysurus;;duboisii;BAVAY, 1869;;;
Aipysurus_eydouxii;Elapidae;Hydrophiinae;Aipysurus;;eydouxii;(GRAY, 1849);;;
Aipysurus_foliosquama;Elapidae;Hydrophiinae;Aipysurus;;foliosquama;SMITH, 1926;;;
Aipysurus_fuscus;Elapidae;Hydrophiinae;Aipysurus;;fuscus;(TSCHUDI, 1837);;;
Aipysurus_laevis;Elapidae;Hydrophiinae;Aipysurus;;laevis;LACÉPÈDE, 1804;;;
Aipysurus_mosaicus;Elapidae;Hydrophiinae;Aipysurus;;mosaicus;SANDERS, RASMUSSEN, ELMBERG, MUMPUNI, GUINEA, BLIAS, LEE & FRY, 2012;;;
Aipysurus_pooleorum;Elapidae;Hydrophiinae;Aipysurus;;pooleorum;SMITH, 1974;;;
Aipysurus_tenuis;Elapidae;Hydrophiinae;Aipysurus;;tenuis;LÖNNBERG & ANDERSSON, 1913;;;
Aldabrachelys_gigantea;Testudinidae;;Aldabrachelys;;gigantea;(SCHWEIGGER, 1812);;;
Aldabrachelys_gigantea_arnoldi;Testudinidae;;Aldabrachelys;;gigantea;(SCHWEIGGER, 1812);subsp.;arnoldi;(BOUR, 1982)
Aldabrachelys_gigantea_daudinii;Testudinidae;;Aldabrachelys;;gigantea;(SCHWEIGGER, 1812);subsp.;daudinii;(DUMÉRIL & BIBRON, 1835)
Aldabrachelys_gigantea_gigantea;Testudinidae;;Aldabrachelys;;gigantea;(SCHWEIGGER, 1812);subsp.;gigantea;(SCHWEIGGER, 1812)
Aldabrachelys_gigantea_hololissa;Testudinidae;;Aldabrachelys;;gigantea;(SCHWEIGGER, 1812);subsp.;hololissa;(GÜNTHER, 1877)
Alexandresaurus_camacan;Gymnophthalmidae;Gymnophthalminae;Alexandresaurus;;camacan;RODRIGUES, PELLEGRINO, DIXO, VERDADE, PAVAN, ARGOLO & SITES, 2007;;;
Algyroides_fitzingeri;Lacertidae;;Algyroides;;fitzingeri;(WIEGMANN, 1834);;;
Algyroides_marchi;Lacertidae;;Algyroides;;marchi;VALVERDE, 1958;;;
Algyroides_moreoticus;Lacertidae;;Algyroides;;moreoticus;BIBRON & BORY, 1833;;;
Algyroides_nigropunctatus;Lacertidae;;Algyroides;;nigropunctatus;(DUMÉRIL & BIBRON, 1839);;;
Algyroides_nigropunctatus_kephallithacius;Lacertidae;;Algyroides;;nigropunctatus;(DUMÉRIL & BIBRON, 1839);subsp.;kephallithacius;KEYMAR, 1986
Algyroides_nigropunctatus_nigropunctatus;Lacertidae;;Algyroides;;nigropunctatus;(DUMÉRIL & BIBRON, 1839);subsp.;nigropunctatus;(DUMÉRIL & BIBRON, 1839)
Alinea_lanceolata;Scincidae;Mabuyinae;Alinea;;lanceolata;(COPE, 1863);;;
Alinea_luciae;Scincidae;Mabuyinae;Alinea;;luciae;(GARMAN, 1887);;;
Alligator_mississippiensis;Alligatoridae;;Alligator;;mississippiensis;(DAUDIN, 1802);;;
Alligator_sinensis;Alligatoridae;;Alligator;;sinensis;FAUVEL, 1879;;;
Alluaudina_bellyi;Lamprophiidae;Pseudoxyrhophiinae;Alluaudina;;bellyi;MOCQUARD, 1894;;;
Alluaudina_mocquardi;Lamprophiidae;Pseudoxyrhophiinae;Alluaudina;;mocquardi;ANGEL, 1939;;;
Alopoglossus_angulatus;Alopoglossidae;;Alopoglossus;;angulatus;(LINNAEUS, 1758);;;
Alopoglossus_atriventris;Alopoglossidae;;Alopoglossus;;atriventris;DUELLMAN, 1973;;;
Alopoglossus_buckleyi;Alopoglossidae;;Alopoglossus;;buckleyi;(O’SHAUGHNESSY, 1881);;;
Alopoglossus_copii;Alopoglossidae;;Alopoglossus;;copii;BOULENGER, 1885;;;
Alopoglossus_embera;Alopoglossidae;;Alopoglossus;;embera;PELOSO & MORALES, 2017;;;
Alopoglossus_festae;Alopoglossidae;;Alopoglossus;;festae;PERACCA, 1904;;;
Alopoglossus_lehmanni;Alopoglossidae;;Alopoglossus;;lehmanni;AYALA & HARRIS, 1984;;;
Alopoglossus_meloi;Alopoglossidae;;Alopoglossus;;meloi;RIBEIRO-JÚNIOR, 2018;;;
Alopoglossus_viridiceps;Alopoglossidae;;Alopoglossus;;viridiceps;TORRES-CARVAJAL & LOBOS, 2014;;;
Alsophis_antiguae;Colubridae;Dipsadinae;Alsophis;;antiguae;PARKER, 1933;;;
Alsophis_antillensis;Colubridae;Dipsadinae;Alsophis;;antillensis;(SCHLEGEL, 1837);;;
Alsophis_danforthi;Colubridae;Dipsadinae;Alsophis;;danforthi;COCHRAN, 1938;;;
Alsophis_manselli;Colubridae;Dipsadinae;Alsophis;;manselli;PARKER, 1933;;;
Alsophis_rijgersmaei;Colubridae;Dipsadinae;Alsophis;;rijgersmaei;COPE, 1869;;;
Alsophis_rufiventris;Colubridae;Dipsadinae;Alsophis;;rufiventris;(DUMÉRIL, BIBRON  & DUMÉRIL, 1854);;;
Alsophis_sajdaki;Colubridae;Dipsadinae;Alsophis;;sajdaki;HENDERSON, 1990;;;
Alsophis_sanctonum;Colubridae;Dipsadinae;Alsophis;;sanctonum;BARBOUR, 1915;;;
Alsophis_sibonius;Colubridae;Dipsadinae;Alsophis;;sibonius;COPE, 1879;;;
Alsophylax_laevis;Gekkonidae;;Alsophylax;;laevis;NIKOLSKY, 1907;;;
Alsophylax_loricatus;Gekkonidae;;Alsophylax;;loricatus;STRAUCH, 1887;;;
Alsophylax_pipiens;Gekkonidae;;Alsophylax;;pipiens;(PALLAS, 1827);;;
Alsophylax_przewalskii;Gekkonidae;;Alsophylax;;przewalskii;STRAUCH, 1887;;;
Alsophylax_szczerbaki;Gekkonidae;;Alsophylax;;szczerbaki;GOLUBEV & SATTAROV, 1979;;;
Alsophylax_tadjikiensis;Gekkonidae;;Alsophylax;;tadjikiensis;GOLUBEV, 1979;;;
Altiphylax_baturensis;Gekkonidae;;Altiphylax;;baturensis;(KHAN & BAIG, 1992);;;
Altiphylax_levitoni;Gekkonidae;;Altiphylax;;levitoni;(GOLUBEV & SZCZERBAK, 1979);;;
Altiphylax_mintoni;Gekkonidae;;Altiphylax;;mintoni;(GOLUBEV & SZCZERBAK, 1981);;;
Altiphylax_stoliczkai;Gekkonidae;;Altiphylax;;stoliczkai;(STEINDACHNER, 1867);;;
Altiphylax_tokobajevi;Gekkonidae;;Altiphylax;;tokobajevi;(EREMCHENKO & SZCZERBAK, 1984);;;
Amalosia_jacovae;Diplodactylidae;;Amalosia;;jacovae;(COUPER, KEIM & HOSKIN, 2007);;;
Amalosia_lesueurii;Diplodactylidae;;Amalosia;;lesueurii;(DUMÉRIL & BIBRON, 1836);;;
Amalosia_obscura;Diplodactylidae;;Amalosia;;obscura;(KING, 1985);;;
Amalosia_rhombifer;Diplodactylidae;;Amalosia;;rhombifer;(GRAY, 1845);;;
Amapasaurus_tetradactylus;Gymnophthalmidae;Cercosaurinae;Amapasaurus;;tetradactylus;CUNHA, 1970;;;
Amastridium_sapperi;Colubridae;Dipsadinae;Amastridium;;sapperi;(WERNER, 1903);;;
Amastridium_veliferum;Colubridae;Dipsadinae;Amastridium;;veliferum;COPE, 1861;;;
Amblyodipsas_concolor;Lamprophiidae;Aparallactinae;Amblyodipsas;;concolor;(SMITH, 1849);;;
Amblyodipsas_dimidiata;Lamprophiidae;Aparallactinae;Amblyodipsas;;dimidiata;(GÜNTHER, 1888);;;
Amblyodipsas_katangensis;Lamprophiidae;Aparallactinae;Amblyodipsas;;katangensis;DE WITTE & LAURENT, 1942;;;
Amblyodipsas_katangensis_ionidesi;Lamprophiidae;Aparallactinae;Amblyodipsas;;katangensis;DE WITTE & LAURENT, 1942;subsp.;ionidesi;LOVERIDGE, 1951
Amblyodipsas_katangensis_katangensis;Lamprophiidae;Aparallactinae;Amblyodipsas;;katangensis;DE WITTE & LAURENT, 1942;subsp.;katangensis;WITTE & LAURENT, 1942
Amblyodipsas_microphthalma;Lamprophiidae;Aparallactinae;Amblyodipsas;;microphthalma;(BIANCONI, 1852);;;
Amblyodipsas_microphthalma_microphthalma;Lamprophiidae;Aparallactinae;Amblyodipsas;;microphthalma;(BIANCONI, 1852);subsp.;microphthalma;(BIANCONI, 1852)
Amblyodipsas_microphthalma_nigra;Lamprophiidae;Aparallactinae;Amblyodipsas;;microphthalma;(BIANCONI, 1852);subsp.;nigra;JACOBSEN, 1986
Amblyodipsas_polylepis;Lamprophiidae;Aparallactinae;Amblyodipsas;;polylepis;(BOCAGE, 1873);;;
Amblyodipsas_polylepis_hildebrandtii;Lamprophiidae;Aparallactinae;Amblyodipsas;;polylepis;(BOCAGE, 1873);subsp.;hildebrandtii;(PETERS, 1877)
Amblyodipsas_polylepis_polylepis;Lamprophiidae;Aparallactinae;Amblyodipsas;;polylepis;(BOCAGE, 1873);subsp.;polylepis;(BOCAGE, 1873)
Amblyodipsas_rodhaini;Lamprophiidae;Aparallactinae;Amblyodipsas;;rodhaini;(DE WITTE, 1930);;;
Amblyodipsas_teitana;Lamprophiidae;Aparallactinae;Amblyodipsas;;teitana;BROADLEY, 1971;;;
Amblyodipsas_unicolor;Lamprophiidae;Aparallactinae;Amblyodipsas;;unicolor;(REINHARDT, 1843);;;
Amblyodipsas_ventrimaculata;Lamprophiidae;Aparallactinae;Amblyodipsas;;ventrimaculata;(ROUX, 1907);;;
Amblyrhynchus_cristatus;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;;;
Amblyrhynchus_cristatus_albemarlensis;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;subsp.;albemarlensis;EIBL-EIBESFELDT, 1962
Amblyrhynchus_cristatus_cristatus;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;subsp.;cristatus;BELL, 1825
Amblyrhynchus_cristatus_godzilla;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;subsp.;godzilla;MIRALLES, MACLEOD, RODRÍGUEZ, IBÁÑEZ, JIMÉNEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ, 2017
Amblyrhynchus_cristatus_hassi;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;subsp.;hassi;EIBL-EIBESFELDT, 1962
Amblyrhynchus_cristatus_hayampi;Iguanidae;;Amblyrhynchus;;cristatus;BELL, 1825;subsp.;hayampi;MIRALLES, MACLEOD, RODRÍGUEZ, IBÁÑEZ, JIMÉNEZ-UZCATEGUI, QUEZADA, VENCES & STEINFARTZ, 2017
